image_name,place,date,label,scene
j0291.jpg,cancun,28/08/2019,nada,playa
s0881.jpg,Cancun,12/09/2019,excesivo,playa
j0406.jpg,playa del carmen,16/08/2019,excesivo,playa
r213.jpg,Acá donde estoy hay poco sargazo hotel Emporio,03/08/2022,excesivo,aerea
r496.jpg,"Playa Delfines,",13/09/2022,bajo,playa
s0954.jpg,Puerto Morelos,29/07/2019,bajo,aerea
j0371.jpg,cancun,20/08/2019,bajo,playa
k0101.jpg,desconocido,desconocido,nada,playa
i0017.jpg,Tulum,27/09/2022,nada,playa
i0144.jpg,Xpu-Ha,09/08/2022,bajo,playa
i0057.jpg,Xpu-Ha,01/09/2022,abundante,playa
k0416.jpg,desconocido,desconocido,moderado,playa
r429.jpg,Tulum ayer por la tarde en playa paraíso! Una lástima ver esa playa tan bonita así,08/04/2022,abundante,playa
k0715.jpg,desconocido,desconocido,nada,playa
j0311.jpg,playa del carmen,26/08/2019,excesivo,playa
s0575.jpg,Xcacel,30/04/2019,abundante,playa
j0187.jpg,cancun,03/09/2019,bajo,playa
r104.jpg,"Playa Mamitas y Playa del Recodo en Playa del Carmen, sin sargazo. Después de casi dos meses cubiertos de algas, el día de hoy amanecieron ambas playas muy limpias",16/07/2021,bajo,playa
k0095.jpg,desconocido,desconocido,nada,playa
i0023.jpg,Xpu-Ha,26/09/2022,nada,playa
s0743.jpg,Tulum,21/09/2019,nada,playa
s0960.jpg,Isla Blanca Cancun,22/09/2019,bajo,playa
j0327.jpg,cancun,25/08/2019,abundante,playa
k0386.jpg,desconocido,desconocido,abundante,playa
j0409.jpg,cancun,13/08/2019,nada,playa
k0268.jpg,desconocido,desconocido,nada,playa
k0918.jpg,desconocido,desconocido,nada,playa
s0896.jpg,Akumal,21/09/2019,bajo,playa
k0173.jpg,desconocido,desconocido,nada,playa
i0097.jpg,Akumal,23/08/2022,moderado,playa
k0438.jpg,desconocido,desconocido,nada,playa
r078.jpg,"Hotel NYX, créditos Jonathan Muñoz Enciso",08/06/2021,bajo,playa
s0849.jpg,Playa del Carmen,02/08/2019,abundante,playa
r565.jpg,Cozumel Andrea Jazmín,09/10/2022,bajo,mar
s0281.jpg,Playa Kantenah Riviera Maya,27/08/2019,bajo,aerea
j0367.jpg,cancun,20/08/2019,bajo,playa
k0826.jpg,desconocido,desconocido,nada,playa
s0621.jpg,Cancun,13/09/2019,nada,playa
r493.jpg,PLAYA MARLIN,13/09/2022,bajo,playa
k0348.jpg,desconocido,desconocido,moderado,playa
s0997.jpg,Puerto Morelos,12/07/2019,excesivo,playa
s0496.jpg,Playacar,13/09/2019,nada,playa
k0620.jpg,desconocido,desconocido,bajo,playa
s0814.jpg,Puerto Morelos,06/08/2019,bajo,playa
r384.jpg,Mahahual. Hoy,31/03/2022,bajo,playa
r343.jpg,"Holbox 26-03-2022. No hay sargazo, pero el viento norte trajo algas o pasto marino a la costa.",26/03/2022,bajo,playa
s0385.jpg,Akumal Lol Ha,20/08/2019,abundante,aerea
i0132.jpg,Cancún,12/08/2022,bajo,playa
i0051.jpg,Xpu-Ha,12/09/2022,nada,playa
s0328.jpg,Puerto Morelos Casa Toucan,23/08/2019,excesivo,playa
r287.jpg,PLAYACAR AHORA,12/02/2022,bajo,playa
k0399.jpg,desconocido,desconocido,bajo,playa
r127.jpg,"Caleta del Hard Rock, Puerto Aventuras, sargazo moderado, arribando a la costa rocosa el día de hoy",16/08/2021,excesivo,playa
k0564.jpg,desconocido,desconocido,nada,playa
j0365.jpg,cancun,23/08/2019,bajo,playa
i0192.jpg,Cancún,26/06/2022,excesivo,playa
k0801.jpg,desconocido,desconocido,nada,playa
j0122.jpg,Mahahual,10/09/2019,bajo,playa
r228.jpg,Playa Marlin,19/08/2022,bajo,playa
k0810.jpg,desconocido,desconocido,nada,playa
k0671.jpg,desconocido,desconocido,bajo,playa
k0181.jpg,desconocido,desconocido,bajo,playa
i0137.jpg,Xpu-Ha,11/08/2022,bajo,playa
j0411.jpg,tulum,14/08/2019,abundante,playa
j0222.jpg,playa del carmen,31/08/2019,bajo,playa
s0975.jpg,Playa Kantenah Riviera Maya,04/07/2019,abundante,aerea
k0932.jpg,desconocido,desconocido,nada,playa
k0374.jpg,desconocido,desconocido,abundante,playa
k0445.jpg,desconocido,desconocido,nada,playa
r367.jpg,Sargazo en Playa,30/03/2022,bajo,playa
r491.jpg,Playa Forum / Playa Chacmool / Playa Lagarto y Playa Gaviota Azul.,13/09/2022,nada,aerea
r214.jpg,Playa Las perlas a esta hora,04/08/2022,bajo,playa
k0412.jpg,desconocido,desconocido,bajo,playa
s1015.jpg,Playa Delfines,04/07/2019,moderado,playa
j0236.jpg,xpuha,31/08/2019,nada,playa
i0175.jpg,Akumal,21/07/2022,bajo,playa
k0037.jpg,desconocido,desconocido,nada,playa
k0871.jpg,desconocido,desconocido,nada,playa
r149.jpg,"Amanecer en Puerto Morelos, fotografía de Alejandro Siqueiros",05/06/2022,nada,playa
j0202.jpg,cozumel,01/09/2019,bajo,playa
s0320.jpg,Riviera Maya,24/08/2019,bajo,playa
j0009.jpg,tulum,14/02/2023,nada,playa
k0333.jpg,desconocido,desconocido,nada,playa
j0304.jpg,holbox,28/08/2019,bajo,playa
k0925.jpg,desconocido,desconocido,nada,playa
k0539.jpg,desconocido,desconocido,moderado,playa
k0040.jpg,desconocido,desconocido,moderado,playa
s0764.jpg,Akumal,22/09/2019,bajo,playa
k0800.jpg,desconocido,desconocido,nada,playa
r042.jpg,"Kantenah, El Dorado",02/06/2021,excesivo,playa
s0553.jpg,Xcacel,21/07/2019,excesivo,playa
s1020.jpg,Playa del Carmen,02/07/2019,abundante,playa
s0455.jpg,Riviera Maya,14/08/2019,bajo,aerea
k0141.jpg,desconocido,desconocido,nada,aerea
r051.jpg,"Punta Maroma Catalonia, Créditos: S. Galván",04/06/2021,excesivo,playa
r458.jpg,"Hoy, ahora, en este momento (martes 12/04)… hotel grand palladium Playa del Carmen… work in progess ",12/09/2022,bajo,playa
i0186.jpg,Xpu-Ha,13/07/2022,moderado,playa
r064.jpg,"Tulum Zona Arqueológica, créditos: Fabián Alvarado",05/06/2021,excesivo,playa
j0384.jpg,tulum,16/08/2019,bajo,playa
s0165.jpg,Tulum,02/09/2019,moderado,playa
j0082.jpg,tulum,11/10/2022,nada,playa
s0448.jpg,Playa del Carmen,14/08/2019,bajo,aerea
s0779.jpg,Xcacel,19/09/2019,moderado,playa
r232.jpg,"Holbox hoy, absolutamente nada de sargazo",22/08/2022,nada,playa
r572.jpg,Akumal el día de hoy,12/09/2022,bajo,playa
s0677.jpg,Mahahual,19/09/2019,nada,playa
k0097.jpg,desconocido,desconocido,nada,playa
k0197.jpg,desconocido,desconocido,bajo,playa
s0206.jpg,Riviera Maya Calle 40/38,09/09/2019,moderado,mar
j0319.jpg,xpuha,26/08/2019,bajo,playa
r231.jpg,Isla mujeres,21/08/2022,nada,playa
s0196.jpg,Cancun,11/09/2019,bajo,playa
s0877.jpg,Playa del Carmen,01/08/2019,nada,aerea
i0179.jpg,Akumal,17/07/2022,bajo,playa
r520.jpg,Playacar,29/08/2022,moderado,playa
s0521.jpg,Cancun,15/09/2019,bajo,mar
k0048.jpg,desconocido,desconocido,excesivo,playa
k0279.jpg,desconocido,desconocido,nada,playa
s0412.jpg,Playa Kantenah Riviera Maya,18/08/2019,moderado,aerea
r138.jpg,"Xcalak al extremo sur de Quintana Roo, en la frontera con Belice, toneladas de sargazo inundan la playa",17/05/2022,excesivo,playa
r506.jpg,Playa Forum / Playa Chacmool / Playa Lagarto y Playa Gaviota Azul,14/09/2022,nada,playa
r141.jpg,Frente al Zenzi Playa del Carmen: Créditos de las Fotografías Dan Van,21/05/2022,excesivo,playa
r571.jpg,Akumal el día de hoy,12/09/2022,bajo,playa
r234.jpg,Playa Delfines hoy,23/08/2022,excesivo,aerea
k0729.jpg,desconocido,desconocido,nada,playa
s0581.jpg,Riviera Maya,17/09/2019,bajo,playa
s0092.jpg,Playa del Carmen,07/09/2019,nada,playa
k0955.jpg,desconocido,desconocido,nada,playa
s0750.jpg,Tulum,14/09/2019,bajo,playa
s0826.jpg,Akumal,04/08/2019,bajo,aerea
k0639.jpg,desconocido,desconocido,nada,playa
k0488.jpg,desconocido,desconocido,nada,playa
r456.jpg,Akumal hoy lunes 11 abril,11/04/2022,bajo,playa
j0016.jpg,playa del carmen ,12/12/2022,nada,playa
s0619.jpg,Riviera Maya,17/09/2019,bajo,playa
s0961.jpg,Mahahual,21/07/2019,bajo,playa
k0974.jpg,desconocido,desconocido,nada,playa
j0357.jpg,mahahual,22/08/2019,bajo,mar
k0011.jpg,desconocido,desconocido,nada,playa
k0464.jpg,desconocido,desconocido,nada,playa
s0104.jpg,Kukulcan,06/09/2019,nada,aerea
r155.jpg,Playa tortuga,08/06/2022,bajo,playa
j0271.jpg,cancun,30/08/2019,nada,mar
k0920.jpg,desconocido,desconocido,bajo,playa
k0651.jpg,desconocido,desconocido,nada,playa
s0486.jpg,Cozumel,22/06/2019,excesivo,playa
r513.jpg,"Al rededor de las 10:00 am, una gran balsa de sargazo ha invadido las principales playas de Solidaridad, particularmente desde Punta Esmeralda hasta Playacar, imagen tomada hace unos minutos, desde el muelle del Ferry a Cozumel, en Playa del Carmen",24/08/2022,excesivo,playa
r574.jpg,Xpu-ha. Increíble! Mar completamente limpio solo un poco de sargazo viejo en la orilla!!!,17/09/2022,bajo,playa
i0188.jpg,Xpu-Ha,17/07/2022,bajo,playa
r048.jpg,"Tulum 03 de Junio del 2021, Créditos: Coty Montaño",03/06/2021,excesivo,playa
j0223.jpg,cancun,31/08/2019,nada,playa
j0315.jpg,holbox,28/08/2019,nada,mar
s0951.jpg,Cancun,29/07/2019,moderado,aerea
j0011.jpg,cancun,05/01/2022,nada,playa
k0275.jpg,desconocido,desconocido,nada,playa
s0659.jpg,Rosa del viento Tulum,19/09/2019,bajo,playa
k0861.jpg,desconocido,desconocido,nada,playa
k0124.jpg,desconocido,desconocido,nada,playa
s0436.jpg,Playa del Carmen,15/08/2019,bajo,mar
s0391.jpg,Holbox,19/08/2019,bajo,playa
k0186.jpg,desconocido,desconocido,bajo,playa
s0377.jpg,Punta Piedra Tulum,21/08/2019,moderado,aerea
i0068.jpg,Playa del Carmen,07/09/2022,nada,playa
s0413.jpg,Playa  La Jarra Riviera Maya,18/08/2019,bajo,aerea
k0028.jpg,desconocido,desconocido,nada,playa
s0508.jpg,Tulum,08/09/2019,nada,playa
k0967.jpg,desconocido,desconocido,nada,playa
s0495.jpg,Playa Mamitas,10/09/2019,nada,playa
k0740.jpg,desconocido,desconocido,nada,playa
k0865.jpg,desconocido,desconocido,nada,playa
j0356.jpg,cozumel,23/08/2019,nada,mar
k0305.jpg,desconocido,desconocido,nada,mar
r016.jpg,Zona Hotelera de Cancún,22/05/2021,abundante,playa
s0379.jpg,Puerto Morelos,20/08/2019,excesivo,aerea
s0051.jpg,Rosa del viento Tulum,20/08/2019,moderado,playa
r446.jpg,Hoy Lunes,11/04/2022,bajo,playa
s0611.jpg,Taboo Tulum,18/08/2019,nada,playa
r386.jpg,Playa del Carmen 01/04/22,01/04/2022,bajo,playa
r036.jpg,"Desde la Playa del Hotel Emporio, Zona Hotelera de Cancún",31/05/2021,abundante,playa
i0011.jpg,Tulum,02/10/2022,nada,playa
r153.jpg,Playa Delfines,07/06/2022,nada,playa
k0326.jpg,desconocido,desconocido,nada,mar
j0410.jpg,cancun,13/08/2019,nada,mar
j0100.jpg,playa del carmen,10/09/2019,abundante,playa
k0110.jpg,desconocido,desconocido,bajo,playa
k0255.jpg,desconocido,desconocido,nada,mar
r349.jpg,"Cozumel, playa de Paradise Beach, hoy, 27/03, a las 13'00h.",27/03/2022,bajo,playa
i0041.jpg,Tulum,18/09/2022,moderado,playa
k0591.jpg,desconocido,desconocido,nada,playa
k0860.jpg,desconocido,desconocido,nada,playa
k0992.jpg,desconocido,desconocido,nada,playa
r188.jpg,Akumal con sargazo,03/07/2022,bajo,playa
k0080.jpg,desconocido,desconocido,nada,playa
i0167.jpg,Akumal,15/07/2022,bajo,playa
j0096.jpg,cozumel ,09/09/2019,nada,mar
s0234.jpg,Playa  La Jarra Riviera Maya,30/08/2019,abundante,aerea
j0186.jpg,playa del carmen,06/09/2019,nada,playa
k0656.jpg,desconocido,desconocido,nada,playa
k0559.jpg,desconocido,desconocido,nada,playa
k0306.jpg,desconocido,desconocido,nada,mar
r331.jpg,En este momento en haciendas Royal cerca a punta esmeralda.,22/03/2022,abundante,playa
k0501.jpg,desconocido,desconocido,nada,playa
s0144.jpg,Akumal Lol Ha,04/09/2019,moderado,playa
r266.jpg,Puerto Morelos hoy martes 24/08,24/08/2021,abundante,playa
s0670.jpg,Xcacel,19/09/2019,abundante,playa
j0238.jpg,xpuha,31/08/2019,nada,playa
s0025.jpg,Mia Beach Club Tulum,29/08/2019,moderado,playa
r143.jpg,"frente al Fisherman´s de Playa del Carmen, créditos de la fotografía Lori Mann",21/05/2022,excesivo,playa
r372.jpg,Gran oasis Cancún,31/03/2022,abundante,playa
j0310.jpg,cancun,27/08/2019,excesivo,playa
r435.jpg,Puerto Morelos al momento,09/04/2022,bajo,playa
k0484.jpg,desconocido,desconocido,abundante,aerea
k0557.jpg,desconocido,desconocido,nada,playa
j0263.jpg,tulum,30/08/2019,nada,playa
j0147.jpg,cancun,06/09/2019,bajo,playa
i0083.jpg,Akumal,04/09/2022,moderado,playa
k0385.jpg,desconocido,desconocido,abundante,playa
k0874.jpg,desconocido,desconocido,nada,playa
k0997.jpg,desconocido,desconocido,nada,playa
r519.jpg,Hoy playa mujeres,29/08/2022,bajo,playa
k0477.jpg,desconocido,desconocido,nada,playa
j0041.jpg,playa del carmen ,29/10/2022,abundante,playa
s0105.jpg,Tulum,08/09/2019,bajo,mar
s0270.jpg,Playa Delfines Cancun,27/08/2019,nada,playa
k0350.jpg,desconocido,desconocido,bajo,playa
s0339.jpg,Playa del Carmen,23/08/2019,moderado,playa
s0910.jpg,Xcacel,15/06/2019,excesivo,playa
j0344.jpg,playa del carmen,24/08/2019,bajo,playa
j0015.jpg,cancun,16/12/2022,nada,playa
k0454.jpg,desconocido,desconocido,nada,playa
k0763.jpg,desconocido,desconocido,nada,playa
s0771.jpg,Xcacel,22/09/2019,bajo,playa
s0542.jpg,Xcacel,14/09/2019,moderado,playa
k0118.jpg,desconocido,desconocido,nada,playa
j0328.jpg,cancun,25/08/2019,abundante,playa
r130.jpg,"Isla Mujeres, Playa Norte, día de hoy! Pero no se preocupen, nos están informando que sólo es una franja de 50 metros, lo demás esta limpio!",28/08/2021,excesivo,playa
j0192.jpg,cozumel,04/09/2019,nada,mar
r551.jpg,Playa del carmen,30/09/2022,nada,playa
s0365.jpg,Puerto Morelos,22/08/2019,bajo,aerea
k0963.jpg,desconocido,desconocido,bajo,playa
r450.jpg,Fotos de hoy Lunes 11 De Abril Abajo de cervecería Chapultepec Por residence el faro,11/04/2022,bajo,playa
s0325.jpg,Playa Delfines Cancun,24/08/2019,nada,aerea
j0348.jpg,tulum,23/08/2019,nada,playa
k0265.jpg,desconocido,desconocido,bajo,playa
r222.jpg,PlayaCar,08/08/2022,bajo,playa
j0148.jpg,cancun,07/09/2019,bajo,playa
r403.jpg,Ocean coral y Turquesa hoy sábado. Aunque hay sargazo en la playa (que el hotel no limpia) se ve que el mar en general está limpio y hay gente bañándose,02/04/2022,bajo,playa
r035.jpg,"Desde la Playa del Hotel Emporio, Zona Hotelera de Cancún",31/05/2021,moderado,playa
r202.jpg,desconocido,23/07/2022,moderado,aerea
k0838.jpg,desconocido,desconocido,nada,playa
k0191.jpg,desconocido,desconocido,nada,playa
k0282.jpg,desconocido,desconocido,nada,playa
j0002.jpg,cancun ,20/01/2023,abundante,aerea 
s0503.jpg,Tulum,08/09/2019,nada,playa
k0473.jpg,desconocido,desconocido,nada,mar
s0292.jpg,Playa Kantenah Riviera Maya,26/08/2019,moderado,aerea
k0804.jpg,desconocido,desconocido,nada,playa
k0149.jpg,desconocido,desconocido,nada,playa
k0294.jpg,desconocido,desconocido,bajo,playa
j0059.jpg,xcacel,12/10/2022,bajo,playa
r327.jpg,Tulum hoy,21/03/2022,bajo,playa
s0894.jpg,Akumal,21/09/2019,nada,aerea
k0877.jpg,desconocido,desconocido,nada,playa
s0853.jpg,Playa Delfines,02/08/2019,nada,playa
r229.jpg,Punta Cancun. Hotel kristal,20/08/2022,nada,playa
s0380.jpg,Playa Kantenah Riviera Maya,20/08/2019,moderado,aerea
r257.jpg,xpuha hoy 21 de agosto 2 de la tarde,21/08/2021,moderado,playa
s0008.jpg,Habitas Tulum,01/09/2019,moderado,aerea
r201.jpg,Coco beach Playa del Carmen,22/07/2022,excesivo,playa
s0239.jpg,Tulum,29/08/2019,moderado,playa
r217.jpg,"Hotel Hilton Tulum Riviera Maya, muy cerca de Playa Chemuyil en el Municipio de Tulum, con sargazo excesivo.",05/08/2022,moderado,playa
r049.jpg,"Tulum 03 de Junio del 2021, Créditos: Coty Montaño",03/06/2021,excesivo,playa
k0219.jpg,desconocido,desconocido,nada,playa
i0007.jpg,Xpu-Ha,03/10/2022,bajo,playa
r325.jpg,Playa at The Ritz-Carlton,21/03/2022,bajo,playa
k0612.jpg,desconocido,desconocido,bajo,playa
r515.jpg,Playa Marlin,25/08/2022,bajo,playa
s0454.jpg,Puerto Morelos Casa Toucan,14/08/2019,moderado,aerea
s0778.jpg,Xcacel,20/09/2019,moderado,playa
s0167.jpg,Playa del Carmen,02/09/2019,moderado,playa
s0817.jpg,Costa Mujeres,06/08/2019,nada,playa
j0143.jpg,puerto morelos,07/09/2019,abundante,playa
s0069.jpg,Playa del Carmen Playa Mamitas,09/09/2019,nada,playa
j0022.jpg,costa mujeres ,11/11/2022,nada,playa
s0346.jpg,Playa Pescadores Tulum,22/08/2019,bajo,playa
j0250.jpg,cancun,31/08/2019,nada,playa
s1007.jpg,Playa Tortugas,06/07/2019,nada,playa
s0665.jpg,Riviera Maya,18/09/2019,nada,playa
r258.jpg,xpuha hoy 21 de agosto 2 de la tarde,21/08/2021,moderado,playa
s0763.jpg,Playa Shangri-La,30/08/2019,nada,playa
k0107.jpg,desconocido,desconocido,nada,playa
s0445.jpg,Tulum,14/08/2019,bajo,playa
j0137.jpg,cozumel ,09/09/2019,nada,mar
r487.jpg,Mahahual,13/09/2022,nada,playa
k0308.jpg,desconocido,desconocido,bajo,playa
s0039.jpg,Playa Paraiso  Tulum.,23/08/2019,moderado,playa
i0122.jpg,Playa del Carmen,13/08/2022,abundante,aerea
s0963.jpg,Tulum,20/07/2019,abundante,playa
j0054.jpg,playa del carmen ,19/10/2022,abundante,playa
k0745.jpg,desconocido,desconocido,nada,aerea
k0646.jpg,desconocido,desconocido,bajo,playa
j0329.jpg,cancun,25/08/2019,abundante,playa
i0014.jpg,Punta Esmeralda,28/09/2022,bajo,playa
k0774.jpg,desconocido,desconocido,nada,playa
